role,sheet,code,source,raw,seg_type,text
CBQL,07_RELATED_OUTCOMES,OUT-ORG-COMMIT-QUALITY,Điểm hội tụ liên trường,4/5 trường cùng xác nhận cam kết chất lượng của tổ chức là một mẫu hình quan trọng.,analyst,4/5 trường cùng xác nhận cam kết chất lượng của tổ chức là một mẫu hình quan trọng.
CBQL,07_RELATED_OUTCOMES,OUT-ORG-COMMIT-QUALITY,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,07_RELATED_OUTCOMES,OUT-ORG-COMMIT-QUALITY,Phân kì nội trường,TrA: một phần; TrB: rõ; TrD: một phần,analyst,TrA: một phần; TrB: rõ; TrD: một phần
CBQL,07_RELATED_OUTCOMES,OUT-ORG-COMMIT-QUALITY,Mức độ bằng chứng,Mạnh (4/5 trường; 10/15 nguồn CBQL),analyst,Mạnh (4/5 trường; 10/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-ORG-COMMIT-QUALITY,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy cam kết chất lượng của tổ chức có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy cam kết chất lượng của tổ chức có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-LEAD-COMMIT,Điểm hội tụ liên trường,Chưa có dữ liệu ở cả năm trường.,analyst,Chưa có dữ liệu ở cả năm trường.
CBQL,07_RELATED_OUTCOMES,OUT-LEAD-COMMIT,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy lãnh đạo – cam kết có độ phủ 0/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy lãnh đạo – cam kết có độ phủ 0/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-SELF-COMMIT,Điểm hội tụ liên trường,"3/5 trường cùng đề cập cá nhân – cam kết, cho thấy hội tụ một phần.",analyst,"3/5 trường cùng đề cập cá nhân – cam kết, cho thấy hội tụ một phần."
CBQL,07_RELATED_OUTCOMES,OUT-SELF-COMMIT,Điểm phân kì liên trường,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.,analyst,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.
CBQL,07_RELATED_OUTCOMES,OUT-SELF-COMMIT,Mức độ bằng chứng,Khá (3/5 trường; 5/15 nguồn CBQL),analyst,Khá (3/5 trường; 5/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-SELF-COMMIT,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy cá nhân – cam kết có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy cá nhân – cam kết có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-COMMIT-ACTION,Điểm hội tụ liên trường,2/5 trường cùng đề cập cam kết – hành động; mẫu hình liên trường còn hạn chế.,analyst,2/5 trường cùng đề cập cam kết – hành động; mẫu hình liên trường còn hạn chế.
CBQL,07_RELATED_OUTCOMES,OUT-COMMIT-ACTION,Điểm phân kì liên trường,Ba trường còn lại không có dữ liệu trực tiếp.,analyst,Ba trường còn lại không có dữ liệu trực tiếp.
CBQL,07_RELATED_OUTCOMES,OUT-COMMIT-ACTION,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.
CBQL,07_RELATED_OUTCOMES,OUT-COMMIT-ACTION,Mức độ bằng chứng,Trung bình (2/5 trường; 2/15 nguồn CBQL),analyst,Trung bình (2/5 trường; 2/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-COMMIT-ACTION,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy cam kết – hành động có độ phủ 2/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy cam kết – hành động có độ phủ 2/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-SATISFACTION,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,07_RELATED_OUTCOMES,OUT-SATISFACTION,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,07_RELATED_OUTCOMES,OUT-SATISFACTION,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,07_RELATED_OUTCOMES,OUT-SATISFACTION,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
CBQL,07_RELATED_OUTCOMES,OUT-SATISFACTION,Diễn giải học thuật,"Cần tổng hợp các mã con để nhận diện mẫu hình liên trường về hài lòng với công việc, tổ chức, môi trường và chính sách; không dùng riêng dòng nhánh làm bằng chứng.",analyst,"Cần tổng hợp các mã con để nhận diện mẫu hình liên trường về hài lòng với công việc, tổ chức, môi trường và chính sách; không dùng riêng dòng nhánh làm bằng chứng."
CBQL,07_RELATED_OUTCOMES,OUT-ORG-SAT,Điểm hội tụ liên trường,4/5 trường cùng xác nhận hài lòng với tổ chức là một mẫu hình quan trọng.,analyst,4/5 trường cùng xác nhận hài lòng với tổ chức là một mẫu hình quan trọng.
CBQL,07_RELATED_OUTCOMES,OUT-ORG-SAT,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,07_RELATED_OUTCOMES,OUT-ORG-SAT,Phân kì nội trường,TrA: một phần; TrB: một phần; TrD: một phần,analyst,TrA: một phần; TrB: một phần; TrD: một phần
CBQL,07_RELATED_OUTCOMES,OUT-ORG-SAT,Mức độ bằng chứng,Mạnh (4/5 trường; 11/15 nguồn CBQL),analyst,Mạnh (4/5 trường; 11/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-ORG-SAT,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy hài lòng với tổ chức có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy hài lòng với tổ chức có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-JOB-SAT,Điểm hội tụ liên trường,4/5 trường cùng xác nhận hài lòng với công việc là một mẫu hình quan trọng.,analyst,4/5 trường cùng xác nhận hài lòng với công việc là một mẫu hình quan trọng.
CBQL,07_RELATED_OUTCOMES,OUT-JOB-SAT,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,07_RELATED_OUTCOMES,OUT-JOB-SAT,Phân kì nội trường,TrA: một phần; TrB: rõ; TrD: một phần,analyst,TrA: một phần; TrB: rõ; TrD: một phần
CBQL,07_RELATED_OUTCOMES,OUT-JOB-SAT,Mức độ bằng chứng,Mạnh (4/5 trường; 12/15 nguồn CBQL),analyst,Mạnh (4/5 trường; 12/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-JOB-SAT,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy hài lòng với công việc có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy hài lòng với công việc có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-WORK-ENV,Điểm hội tụ liên trường,2/5 trường cùng đề cập công việc – môi trường; mẫu hình liên trường còn hạn chế.,analyst,2/5 trường cùng đề cập công việc – môi trường; mẫu hình liên trường còn hạn chế.
CBQL,07_RELATED_OUTCOMES,OUT-WORK-ENV,Điểm phân kì liên trường,Ba trường còn lại không có dữ liệu trực tiếp.,analyst,Ba trường còn lại không có dữ liệu trực tiếp.
CBQL,07_RELATED_OUTCOMES,OUT-WORK-ENV,Mức độ bằng chứng,Trung bình (2/5 trường; 4/15 nguồn CBQL),analyst,Trung bình (2/5 trường; 4/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-WORK-ENV,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy công việc – môi trường có độ phủ 2/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy công việc – môi trường có độ phủ 2/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-POLICY-SAT,Điểm hội tụ liên trường,5/5 trường cùng xác nhận hài lòng với chính sách là một mẫu hình quan trọng.,analyst,5/5 trường cùng xác nhận hài lòng với chính sách là một mẫu hình quan trọng.
CBQL,07_RELATED_OUTCOMES,OUT-POLICY-SAT,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,07_RELATED_OUTCOMES,OUT-POLICY-SAT,Phân kì nội trường,TrA: một phần; TrB: một phần; TrD: một phần,analyst,TrA: một phần; TrB: một phần; TrD: một phần
CBQL,07_RELATED_OUTCOMES,OUT-POLICY-SAT,Mức độ bằng chứng,Mạnh (5/5 trường; 8/15 nguồn CBQL),analyst,Mạnh (5/5 trường; 8/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-POLICY-SAT,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy hài lòng với chính sách có độ phủ 5/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy hài lòng với chính sách có độ phủ 5/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-CULTURE-SAT,Điểm hội tụ liên trường,Chỉ TrB có dữ liệu trực tiếp về văn hóa – hài lòng.,analyst,Chỉ TrB có dữ liệu trực tiếp về văn hóa – hài lòng.
CBQL,07_RELATED_OUTCOMES,OUT-CULTURE-SAT,Điểm phân kì liên trường,Chưa đủ cơ sở so sánh liên trường.,analyst,Chưa đủ cơ sở so sánh liên trường.
CBQL,07_RELATED_OUTCOMES,OUT-CULTURE-SAT,Mức độ bằng chứng,Yếu (1/5 trường; 5/15 nguồn CBQL),analyst,Yếu (1/5 trường; 5/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-CULTURE-SAT,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy văn hóa – hài lòng có độ phủ 1/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy văn hóa – hài lòng có độ phủ 1/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-RECOG-SAT,Điểm hội tụ liên trường,Chỉ TrA có dữ liệu trực tiếp về recog – hài lòng.,analyst,Chỉ TrA có dữ liệu trực tiếp về recog – hài lòng.
CBQL,07_RELATED_OUTCOMES,OUT-RECOG-SAT,Điểm phân kì liên trường,Chưa đủ cơ sở so sánh liên trường.,analyst,Chưa đủ cơ sở so sánh liên trường.
CBQL,07_RELATED_OUTCOMES,OUT-RECOG-SAT,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.
CBQL,07_RELATED_OUTCOMES,OUT-RECOG-SAT,Mức độ bằng chứng,Yếu (1/5 trường; 1/15 nguồn CBQL),analyst,Yếu (1/5 trường; 1/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-RECOG-SAT,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy recog – hài lòng có độ phủ 1/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy recog – hài lòng có độ phủ 1/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-DISSAT,Điểm hội tụ liên trường,Cả 5 trường đều có bằng chứng về bất mãn hoặc mức hài lòng không trọn vẹn.,analyst,Cả 5 trường đều có bằng chứng về bất mãn hoặc mức hài lòng không trọn vẹn.
CBQL,07_RELATED_OUTCOMES,OUT-DISSAT,Điểm phân kì liên trường,"Mức độ khác nhau: từ hài lòng trung bình đến bất mãn rõ về lãnh đạo, quyền lợi, hiệu quả công việc, thay đổi và sự gắn kết.",analyst,"Mức độ khác nhau: từ hài lòng trung bình đến bất mãn rõ về lãnh đạo, quyền lợi, hiệu quả công việc, thay đổi và sự gắn kết."
CBQL,07_RELATED_OUTCOMES,OUT-DISSAT,Phân kì nội trường,TrA: một phần; TrB: một phần,analyst,TrA: một phần; TrB: một phần
CBQL,07_RELATED_OUTCOMES,OUT-DISSAT,Loại quan hệ so sánh,"Hội tụ rõ về sự tồn tại của bất mãn, phân kì về cường độ",analyst,"Hội tụ rõ về sự tồn tại của bất mãn, phân kì về cường độ"
CBQL,07_RELATED_OUTCOMES,OUT-DISSAT,Mức độ bằng chứng,Rất mạnh (5/5 trường; 13/15 nguồn CBQL),analyst,Rất mạnh (5/5 trường; 13/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-DISSAT,Diễn giải học thuật,Bất mãn chủ yếu liên quan cách tổ chức vận hành hơn là bản thân nghề dạy học; TrC không nên được diễn giải là tích cực chỉ vì dùng từ 'hài lòng'.,analyst,Bất mãn chủ yếu liên quan cách tổ chức vận hành hơn là bản thân nghề dạy học; TrC không nên được diễn giải là tích cực chỉ vì dùng từ 'hài lòng'.
CBQL,07_RELATED_OUTCOMES,OUT-PD,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,07_RELATED_OUTCOMES,OUT-PD,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,07_RELATED_OUTCOMES,OUT-PD,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,07_RELATED_OUTCOMES,OUT-PD,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
CBQL,07_RELATED_OUTCOMES,OUT-PD,Diễn giải học thuật,"Cần tổng hợp các mã con để nhận diện mẫu hình liên trường về phát triển chuyên môn, kế hoạch, hiệu quả và áp dụng; không dùng riêng dòng nhánh làm bằng chứng.",analyst,"Cần tổng hợp các mã con để nhận diện mẫu hình liên trường về phát triển chuyên môn, kế hoạch, hiệu quả và áp dụng; không dùng riêng dòng nhánh làm bằng chứng."
CBQL,07_RELATED_OUTCOMES,OUT-PD-FREQ,Điểm hội tụ liên trường,4/5 trường cùng xác nhận tần suất phát triển chuyên môn là một mẫu hình quan trọng.,analyst,4/5 trường cùng xác nhận tần suất phát triển chuyên môn là một mẫu hình quan trọng.
CBQL,07_RELATED_OUTCOMES,OUT-PD-FREQ,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,07_RELATED_OUTCOMES,OUT-PD-FREQ,Mức độ bằng chứng,Khá (4/5 trường; 5/15 nguồn CBQL),analyst,Khá (4/5 trường; 5/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-FREQ,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy tần suất phát triển chuyên môn có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy tần suất phát triển chuyên môn có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-PD-FORM,Điểm hội tụ liên trường,5/5 trường cùng xác nhận hình thức phát triển chuyên môn là một mẫu hình quan trọng.,analyst,5/5 trường cùng xác nhận hình thức phát triển chuyên môn là một mẫu hình quan trọng.
CBQL,07_RELATED_OUTCOMES,OUT-PD-FORM,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,07_RELATED_OUTCOMES,OUT-PD-FORM,Mức độ bằng chứng,Rất mạnh (5/5 trường; 12/15 nguồn CBQL),analyst,Rất mạnh (5/5 trường; 12/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-FORM,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy hình thức phát triển chuyên môn có độ phủ 5/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy hình thức phát triển chuyên môn có độ phủ 5/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-PD-INTERNAL,Điểm hội tụ liên trường,4/5 trường cùng xác nhận chia sẻ chuyên môn nội bộ là một mẫu hình quan trọng.,analyst,4/5 trường cùng xác nhận chia sẻ chuyên môn nội bộ là một mẫu hình quan trọng.
CBQL,07_RELATED_OUTCOMES,OUT-PD-INTERNAL,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,07_RELATED_OUTCOMES,OUT-PD-INTERNAL,Mức độ bằng chứng,Mạnh (4/5 trường; 10/15 nguồn CBQL),analyst,Mạnh (4/5 trường; 10/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-INTERNAL,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy chia sẻ chuyên môn nội bộ có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy chia sẻ chuyên môn nội bộ có độ phủ 4/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-PD-EXCHANGE,Điểm hội tụ liên trường,"3/5 trường cùng đề cập phát triển chuyên môn – trao đổi, cho thấy hội tụ một phần.",analyst,"3/5 trường cùng đề cập phát triển chuyên môn – trao đổi, cho thấy hội tụ một phần."
CBQL,07_RELATED_OUTCOMES,OUT-PD-EXCHANGE,Điểm phân kì liên trường,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.,analyst,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.
CBQL,07_RELATED_OUTCOMES,OUT-PD-EXCHANGE,Mức độ bằng chứng,Khá (3/5 trường; 5/15 nguồn CBQL),analyst,Khá (3/5 trường; 5/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-EXCHANGE,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – trao đổi có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – trao đổi có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-PD-PLAN,Điểm hội tụ liên trường,"3/5 trường cùng đề cập phát triển chuyên môn – kế hoạch, cho thấy hội tụ một phần.",analyst,"3/5 trường cùng đề cập phát triển chuyên môn – kế hoạch, cho thấy hội tụ một phần."
CBQL,07_RELATED_OUTCOMES,OUT-PD-PLAN,Điểm phân kì liên trường,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.,analyst,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.
CBQL,07_RELATED_OUTCOMES,OUT-PD-PLAN,Phân kì nội trường,TrA: một phần; TrB: một phần,analyst,TrA: một phần; TrB: một phần
CBQL,07_RELATED_OUTCOMES,OUT-PD-PLAN,Mức độ bằng chứng,Khá (3/5 trường; 10/15 nguồn CBQL),analyst,Khá (3/5 trường; 10/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-PLAN,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – kế hoạch có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – kế hoạch có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-PD-RESPONSIBLE,Điểm hội tụ liên trường,2/5 trường cùng đề cập phát triển chuyên môn – responsible; mẫu hình liên trường còn hạn chế.,analyst,2/5 trường cùng đề cập phát triển chuyên môn – responsible; mẫu hình liên trường còn hạn chế.
CBQL,07_RELATED_OUTCOMES,OUT-PD-RESPONSIBLE,Điểm phân kì liên trường,Ba trường còn lại không có dữ liệu trực tiếp.,analyst,Ba trường còn lại không có dữ liệu trực tiếp.
CBQL,07_RELATED_OUTCOMES,OUT-PD-RESPONSIBLE,Mức độ bằng chứng,Trung bình (2/5 trường; 4/15 nguồn CBQL),analyst,Trung bình (2/5 trường; 4/15 nguồn CBQL)
